Product Name,Category,Unit Cost,Selling Price,Current Stock,Min Stock,Max Stock,Warehouse,Supplier,Reliability,Lead Time,Shipment Expected,Shipment Actual,Shipment Cost,Order Qty,Order Date,Region
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,2,2026-01-23,MEA
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,11,2026-03-11,MEA
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,1,2025-12-27,EU
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,8,2025-07-31,APAC
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,1,2026-02-14,APAC
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,8,2025-07-18,LATAM
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,2,2026-04-20,US
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,1,2026-02-14,MEA
Connector Set,Parts,4.2,11.99,,,,,,,,,,,10,2025-08-01,US
Power Module,Electronics,22.0,49.99,,,,,,,,,,,1,2025-08-17,EU
Gear Set,Parts,14.0,28.0,,,,,,,,,,,2,2026-04-30,LATAM
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-08-08,MEA
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,40,2025-12-19,APAC
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,9,2026-02-08,APAC
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-12-04,APAC
Gear Set,Parts,14.0,28.0,,,,,,,,,,,4,2025-08-03,APAC
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,1,2025-07-05,APAC
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,3,2025-08-19,LATAM
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,6,2025-08-28,APAC
Gear Set,Parts,14.0,28.0,,,,,,,,,,,6,2025-10-18,MEA
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,4,2025-10-16,MEA
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,4,2026-04-26,MEA
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,1,2026-04-15,MEA
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2026-01-20,MEA
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,12,2025-07-06,MEA
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,46,2025-11-16,LATAM
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,4,2026-05-25,US
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,9,2025-09-22,APAC
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2026-03-30,MEA
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,26,2025-10-26,EU
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,5,2025-11-05,US
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,1,2025-08-25,APAC
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2025-06-15,LATAM
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,2,2025-12-13,APAC
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-11-13,MEA
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,1,2025-12-04,LATAM
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,29,2025-06-17,APAC
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,20,2025-09-04,EU
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2025-11-09,LATAM
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,18,2025-11-12,MEA
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-08-18,EU
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2026-03-17,EU
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,2,2025-11-07,MEA
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,3,2025-11-25,MEA
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,1,2025-08-28,APAC
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,11,2025-08-15,MEA
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,1,2026-01-20,MEA
Gear Set,Parts,14.0,28.0,,,,,,,,,,,3,2025-06-09,APAC
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,1,2025-06-29,EU
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,2,2025-12-28,APAC
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,20,2025-07-13,EU
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,6,2025-11-12,MEA
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2025-09-04,MEA
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,1,2026-02-01,US
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-06-03,EU
Connector Set,Parts,4.2,11.99,,,,,,,,,,,10,2025-11-19,LATAM
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,1,2026-01-21,LATAM
Gear Set,Parts,14.0,28.0,,,,,,,,,,,4,2025-08-05,MEA
Power Module,Electronics,22.0,49.99,,,,,,,,,,,2,2025-09-15,MEA
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,25,2025-12-08,EU
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,5,2026-02-20,MEA
Power Module,Electronics,22.0,49.99,,,,,,,,,,,4,2025-07-14,US
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,1,2025-07-19,EU
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,2,2025-08-04,LATAM
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,6,2025-07-14,APAC
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,1,2026-02-21,APAC
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,1,2026-02-05,EU
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,2,2026-05-02,EU
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-12-14,MEA
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,20,2025-10-17,MEA
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,2,2025-11-13,EU
Connector Set,Parts,4.2,11.99,,,,,,,,,,,8,2026-04-19,LATAM
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,2,2025-10-29,EU
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,2,2026-02-20,EU
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,2,2026-02-01,MEA
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,6,2026-02-24,MEA
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,4,2025-11-10,US
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,2,2025-06-08,APAC
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,2,2025-09-29,APAC
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,2,2025-09-25,LATAM
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,8,2026-04-28,US
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,3,2025-12-30,MEA
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,6,2025-08-07,EU
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2025-07-11,EU
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,3,2026-05-17,APAC
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,2,2025-11-23,EU
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,12,2025-12-26,US
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,11,2025-11-10,EU
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,14,2025-06-22,EU
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,1,2026-05-20,LATAM
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,2,2025-11-21,LATAM
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,5,2026-03-27,APAC
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,2,2025-06-30,MEA
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,2,2025-09-17,US
Connector Set,Parts,4.2,11.99,,,,,,,,,,,7,2025-10-24,LATAM
Connector Set,Parts,4.2,11.99,,,,,,,,,,,8,2025-12-31,MEA
Connector Set,Parts,4.2,11.99,,,,,,,,,,,10,2025-08-28,US
Power Module,Electronics,22.0,49.99,,,,,,,,,,,2,2026-02-11,LATAM
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,5,2025-09-11,APAC
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2025-09-15,LATAM
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,2,2025-10-21,US
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,3,2026-03-13,APAC
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,3,2025-08-10,APAC
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,9,2025-10-26,US
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,1,2026-03-26,US
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,1,2026-04-03,LATAM
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,3,2025-08-26,APAC
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,6,2025-12-17,LATAM
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,6,2026-04-07,MEA
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,3,2025-07-01,LATAM
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,3,2025-09-02,EU
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,2,2026-05-03,APAC
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,1,2026-02-26,MEA
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,2,2025-07-30,APAC
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2026-02-17,EU
Power Module,Electronics,22.0,49.99,,,,,,,,,,,1,2025-08-01,APAC
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,3,2025-07-08,EU
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,7,2025-09-08,LATAM
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,1,2026-04-17,MEA
Gasket Ring,Parts,1.8,4.99,344,65,564,Southeast,Lambda Sourcing,0.6,16,,,,,,
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2026-02-21,US
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,4,2025-09-26,MEA
Gear Set,Parts,14.0,28.0,,,,,,,,,,,3,2025-12-08,APAC
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,9,2025-07-11,MEA
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,1,2026-02-19,MEA
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,11,2026-05-02,MEA
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,3,2025-11-12,MEA
Connector Set,Parts,4.2,11.99,,,,,,,,,,,14,2025-12-13,APAC
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2026-01-27,APAC
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,6,2025-11-28,APAC
Power Module,Electronics,22.0,49.99,,,,,,,,,,,1,2025-12-15,APAC
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,26,2026-03-29,LATAM
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,1,2026-05-24,US
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2026-01-06,MEA
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,3,2026-01-21,LATAM
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,18,2025-09-19,APAC
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-11-10,EU
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,5,2026-04-14,MEA
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,2,2026-04-07,US
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,2,2026-03-01,US
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,20,2025-11-27,EU
Power Module,Electronics,22.0,49.99,,,,,,,,,,,2,2026-04-20,EU
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,1,2026-01-30,US
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,3,2025-08-01,EU
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,5,2025-08-08,US
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,2,2025-09-12,EU
Plastic Pellets,Raw Materials,5.0,12.0,,,,,Omega Components,,,2025-11-01,2025-11-18,63.94,,,
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2026-02-27,LATAM
Power Module,Electronics,22.0,49.99,,,,,,,,,,,5,2025-12-21,MEA
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,1,2025-11-24,EU
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-12-08,LATAM
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,1,2025-10-27,LATAM
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,3,2025-07-18,APAC
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,23,2026-04-28,APAC
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,5,2025-06-14,APAC
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2025-10-13,US
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2026-05-11,US
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,1,2026-01-20,APAC
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,4,2026-05-18,MEA
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,19,2025-06-23,LATAM
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,6,2025-10-26,MEA
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,2,2026-05-17,APAC
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,1,2025-09-20,LATAM
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2026-01-25,LATAM
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,2,2025-08-04,EU
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,7,2025-06-04,MEA
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,16,2025-07-04,EU
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,1,2026-03-28,EU
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,1,2026-04-13,EU
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,1,2026-01-16,US
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-07-13,APAC
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2026-02-14,APAC
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2026-01-14,US
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,20,2025-08-26,US
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,17,2025-09-01,EU
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,4,2025-08-14,US
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,3,2026-02-28,APAC
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,10,2026-02-24,MEA
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,14,2025-10-29,MEA
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,1,2026-04-28,LATAM
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2025-07-10,LATAM
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,3,2026-04-04,US
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,4,2025-10-08,EU
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,13,2025-07-30,LATAM
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,3,2025-06-10,LATAM
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,31,2025-07-24,US
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-12-26,US
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,11,2026-04-11,US
Motor Assembly,Finished Goods,120.0,249.99,,,,,,,,,,,1,2025-12-24,LATAM
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,5,2025-11-26,EU
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,3,2025-07-31,EU
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,2,2025-12-19,US
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,2,2026-04-02,APAC
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,4,2025-12-17,APAC
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,4,2026-03-07,LATAM
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,1,2026-02-09,EU
Gear Set,Parts,14.0,28.0,,,,,,,,,,,2,2026-02-16,APAC
Power Module,Electronics,22.0,49.99,,,,,,,,,,,2,2026-05-18,US
Gear Set,Parts,14.0,28.0,,,,,,,,,,,3,2025-12-18,MEA
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2026-05-23,LATAM
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,1,2025-12-28,LATAM
Bolt Pack,Parts,2.5,6.99,,,,,,,,,,,11,2026-05-23,MEA
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,4,2025-07-06,LATAM
Gear Set,Parts,14.0,28.0,,,,,,,,,,,2,2025-07-01,MEA
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-09-03,US
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,7,2026-03-20,LATAM
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-08-22,APAC
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,12,2025-11-10,APAC
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,1,2026-05-02,EU
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2025-06-12,US
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,7,2025-11-11,MEA
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,11,2025-07-08,APAC
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,4,2025-07-15,US
Rubber Sheet,Raw Materials,8.0,15.0,,,,,Theta Manufacturing,,,2026-01-27,2026-01-26,481.25,,,
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,2,2026-02-19,APAC
Power Module,Electronics,22.0,49.99,,,,,,,,,,,3,2025-11-26,US
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,1,2026-02-20,US
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-09-03,US
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,7,2025-11-02,US
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,1,2026-01-18,US
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,9,2025-11-19,EU
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,13,2025-09-06,EU
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,2,2026-04-15,APAC
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2026-02-10,APAC
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,9,2025-08-03,MEA
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2026-01-14,APAC
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2026-01-03,EU
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,1,2025-06-01,EU
Power Module,Electronics,22.0,49.99,,,,,,,,,,,3,2026-03-16,APAC
Pump System,Finished Goods,200.0,425.0,,,,,,,,,,,1,2025-05-31,MEA
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,1,2025-10-31,MEA
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,3,2026-03-26,EU
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,4,2025-12-08,APAC
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,2,2026-01-18,MEA
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,5,2025-11-08,APAC
Gear Set,Parts,14.0,28.0,,,,,,,,,,,2,2026-02-19,LATAM
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,4,2025-06-10,APAC
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,3,2025-07-10,LATAM
Shrink Wrap,Packaging,6.0,14.0,,,,,,,,,,,5,2025-10-18,US
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,3,2025-09-16,APAC
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,17,2026-04-03,APAC
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,14,2025-11-24,MEA
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,14,2026-04-09,EU
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,1,2026-03-31,APAC
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,2,2026-01-27,EU
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2025-12-01,LATAM
Power Module,Electronics,22.0,49.99,,,,,,,,,,,3,2025-07-24,LATAM
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2026-04-16,APAC
Connector Set,Parts,4.2,11.99,,,,,,,,,,,8,2025-11-01,MEA
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,9,2025-08-01,MEA
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,5,2026-03-08,EU
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,4,2025-06-07,MEA
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,5,2026-05-11,MEA
Power Module,Electronics,22.0,49.99,,,,,,,,,,,2,2026-03-25,US
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,2,2026-02-03,EU
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,2,2026-02-15,LATAM
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,4,2025-09-27,EU
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2026-05-12,APAC
Copper Wire Coil,Raw Materials,28.5,48.0,,,,,,,,,,,3,2025-08-22,EU
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,13,2026-05-05,APAC
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,5,2026-03-21,MEA
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,6,2025-11-12,MEA
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,4,2025-10-31,MEA
Connector Set,Parts,4.2,11.99,,,,,,,,,,,3,2026-01-06,APAC
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,14,2025-08-22,MEA
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2026-02-01,MEA
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,1,2026-01-25,LATAM
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,6,2026-02-25,US
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,2,2026-01-28,US
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,1,2025-07-10,LATAM
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,19,2026-05-11,EU
Titanium Bar,Raw Materials,95.0,160.0,,,,,,,,,,,1,2026-04-26,US
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,2,2025-09-02,MEA
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,1,2026-02-21,US
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-07-18,MEA
Filter Cartridge,Parts,9.5,22.0,,,,,,,,,,,1,2026-02-02,APAC
Micro Controller,Electronics,18.5,42.0,,,,,,,,,,,3,2025-07-03,US
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,2,2025-08-04,MEA
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2025-07-31,MEA
Bubble Wrap Roll,Packaging,4.0,9.99,,,,,,,,,,,2,2026-01-10,US
Steel Sheet,Raw Materials,35.0,55.0,,,,,,,,,,,2,2025-12-03,LATAM
Packing Tape,Packaging,2.0,5.5,,,,,,,,,,,10,2026-04-14,LATAM
Rubber Sheet,Raw Materials,8.0,15.0,,,,,,,,,,,2,2026-03-30,MEA
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,4,2025-08-26,LATAM
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,2,2025-08-11,LATAM
Gear Set,Parts,14.0,28.0,,,,,,,,,,,6,2025-11-27,APAC
Gear Set,Parts,14.0,28.0,,,,,,,,,,,3,2025-09-29,US
Gear Set,Parts,14.0,28.0,,,,,,,,,,,1,2026-03-13,US
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2026-01-13,MEA
Connector Set,Parts,4.2,11.99,,,,,,,,,,,7,2025-12-15,APAC
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2026-01-31,MEA
Bearing Assembly,Parts,11.0,24.5,,,,,,,,,,,1,2026-05-04,LATAM
Power Module,Electronics,22.0,49.99,,,,,,,,,,,4,2025-07-13,EU
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,6,2025-08-17,LATAM
Gear Set,Parts,14.0,28.0,,,,,,,,,,,2,2026-03-29,MEA
Conveyor Belt,Finished Goods,180.0,380.0,,,,,,,,,,,1,2025-10-12,EU
Control Unit,Finished Goods,85.0,175.0,,,,,,,,,,,1,2026-04-03,LATAM
Hydraulic Press,Finished Goods,350.0,699.0,,,,,,,,,,,1,2026-03-21,US
Circuit Board,Electronics,15.3,34.99,,,,,,,,,,,4,2025-10-23,APAC
Sensor Kit,Electronics,8.75,19.99,,,,,,,,,,,12,2025-11-18,APAC
Connector Set,Parts,4.2,11.99,,,,,,,,,,,9,2025-07-20,EU
Packing Tape,Packaging,2.0,5.5,232,102,403,Southwest,Lambda Sourcing,0.6,16,,,,,,
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,3,2025-06-11,US
Foam Insert,Packaging,3.5,8.0,,,,,,,,,,,6,2026-03-07,LATAM
Aluminum Rod,Raw Materials,18.0,32.0,,,,,,,,,,,2,2025-11-11,APAC
Wire Harness,Parts,7.8,18.5,,,,,,,,,,,1,2025-07-02,LATAM
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,18,2025-07-16,APAC
Widget Pro,Electronics,12.5,29.99,,,,,,,,,,,4,2025-08-24,EU
LED Panel,Electronics,30.0,65.0,,,,,,,,,,,2,2026-03-10,EU
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2026-01-11,LATAM
Gadget X,Electronics,45.0,89.99,,,,,,,,,,,1,2026-05-19,US
Gasket Ring,Parts,1.8,4.99,,,,,,,,,,,2,2026-02-01,US
Cardboard Box L,Packaging,1.2,3.5,,,,,,,,,,,26,2025-10-03,US
Plastic Pellets,Raw Materials,5.0,12.0,,,,,,,,,,,9,2026-02-15,US
Gear Set,Parts,14.0,28.0,,,,,,,,,,,7,2025-12-13,APAC
Aluminum Rod,Raw Materials,18.0,32.0,95,36,100,South,Delta Materials,0.65,14,,,,,,
