Product Name,Unit Cost,Selling Price,Current Stock,Category,Warehouse,Min Stock,Max Stock
Printer Paper A4 5-Ream Pro,121.47,158.0,1862,Office Supplies,International,9,3594
Ink Cartridge Black XL Bulk,153.59,209.03,393,Office Supplies,Midwest,20,2805
Ink Cartridge Color Combo Elite,71.54,91.87,1712,Office Supplies,International,13,2380
Desk Organizer Bamboo Eco,114.48,146.52,1110,Office Supplies,East Coast,12,2801
Paper Shredder Cross-Cut V3,98.77,171.95,1192,Office Supplies,Midwest,7,2696
Laminator Machine A4 V2,47.67,76.78,1895,Office Supplies,South,14,2382
Label Maker Portable Bulk,130.31,229.25,384,Office Supplies,East Coast,14,2796
Whiteboard Magnetic 48x36 Elite,31.76,56.14,473,Office Supplies,South,11,2703
Dry Erase Markers 8pk Smart,140.92,200.39,477,Office Supplies,South,20,2217
Whiteboard Eraser Compact,67.09,81.54,1342,Office Supplies,West Coast,19,3062
Stapler Heavy-Duty Compact,170.97,262.48,52,Office Supplies,Midwest,14,3548
Staples 5000pk Standard,148.65,198.38,417,Office Supplies,South,13,3286
Tape Dispenser Desktop Mini,158.12,274.55,1708,Office Supplies,Midwest,6,2231
Scissors Titanium Smart,87.68,107.68,1088,Office Supplies,East Coast,14,3191
Paper Clips 100pk Premium,143.03,179.02,765,Office Supplies,West Coast,10,2807
Binder Clips Assorted 24pk Lite,59.22,87.18,689,Office Supplies,Primary,14,2414
Rubber Bands 1lb V3,131.48,186.66,1834,Office Supplies,Midwest,10,2859
Envelopes White 100pk Advanced,18.43,30.95,936,Office Supplies,Primary,14,2093
Notebooks College-Ruled 6pk Smart,48.57,82.96,1447,Office Supplies,Primary,7,2580
Daily Planner 2024 Plus,139.96,182.84,804,Office Supplies,International,20,2249
Scientific Calculator Elite,94.75,145.62,1259,Office Supplies,Midwest,8,3551
Ruler Metal 12in Pro,49.63,63.42,1749,Office Supplies,South,20,3078
3-Hole Punch XL,72.99,126.57,1935,Office Supplies,Midwest,14,3141
Letter Tray Stackable HD,11.45,15.97,1602,Office Supplies,Midwest,20,2850
Magazine Rack Wire Basic,80.15,110.54,363,Office Supplies,International,8,3009
Bulletin Board Cork 36x24 Bulk,92.33,165.26,1849,Office Supplies,International,12,3108
Push Pins Colored 100pk Bulk,132.19,192.1,764,Office Supplies,South,14,3459
Correction Tape 3pk Standard,32.82,41.92,1981,Office Supplies,International,7,2169
Glue Sticks Washable 6pk HD,177.38,215.56,1929,Office Supplies,Primary,4,2080
Index Cards Ruled 200pk Max,144.49,205.68,490,Office Supplies,East Coast,11,2148
Graph Paper Pad 4x4 Max,116.03,196.73,1713,Office Supplies,West Coast,7,2667
Legal Pads Yellow 3pk Lite,38.29,53.39,1004,Office Supplies,East Coast,5,3068
Presentation Folders 25pk HD,100.44,131.51,225,Office Supplies,West Coast,13,2621
Sheet Protectors 50pk Advanced,94.94,135.75,1221,Office Supplies,Midwest,19,2295
Report Covers Prong 12pk Eco,76.73,133.46,1635,Office Supplies,West Coast,18,3473
Clipboard Letter-Size HD,27.8,33.47,770,Office Supplies,International,20,3512
Pen Holder Mesh V2,165.54,227.24,1964,Office Supplies,East Coast,6,3076
Ergonomic Office Chair V2,1000.83,1343.43,15,Furniture,Primary,1,124
Electric Standing Desk Max,308.25,352.32,84,Furniture,West Coast,1,180
L-Shaped Corner Desk Smart,161.4,195.8,3,Furniture,East Coast,1,166
5-Tier Bookshelf HD,393.16,451.37,93,Furniture,Primary,2,144
3-Drawer Filing Cabinet Basic,260.31,323.17,68,Furniture,East Coast,1,158
Conference Table 8-seat V2,1263.3,1571.58,43,Furniture,South,2,146
Guest Chair Padded Premium,695.43,844.02,75,Furniture,East Coast,1,141
Desk Lamp Architect Smart,158.17,212.74,87,Furniture,International,2,148
Chair Floor Mat 48x36 Basic,364.09,411.67,8,Furniture,Primary,1,156
Monitor Riser Wood Lite+,274.62,339.75,29,Furniture,International,1,156
Storage Cabinet Locking V3,1298.71,1683.93,25,Furniture,East Coast,1,141
Coat Rack Standing V2,246.84,342.26,80,Furniture,East Coast,1,152
Waste Basket Metal Mini,1035.28,1387.09,86,Furniture,East Coast,1,138
Under-Desk Drawer Unit Basic,786.65,921.12,23,Furniture,International,2,146
Computer Desk Compact Eco,1112.47,1509.3,71,Furniture,South,1,140
Gaming Chair Racing Standard,399.15,453.69,94,Furniture,East Coast,2,163
Recliner Leather V2,1138.25,1351.05,4,Furniture,West Coast,2,133
3-Seat Sofa Fabric Elite,1141.69,1521.28,80,Furniture,Midwest,1,123
Coffee Table Glass Smart,1160.95,1576.78,58,Furniture,South,1,123
Side Table Round V2,635.79,730.29,44,Furniture,Midwest,1,176
TV Stand 65in Advanced,1278.06,1681.45,29,Furniture,East Coast,2,141
Shoe Rack 4-Tier Elite,1333.44,1845.14,68,Furniture,East Coast,1,116
Wardrobe Sliding-Door Pro,1143.82,1516.5,14,Furniture,Midwest,1,146
6-Drawer Dresser Plus,782.99,901.99,7,Furniture,Midwest,2,170
Nightstand 2-Drawer Smart,1141.79,1490.95,61,Furniture,International,2,144
Queen Bed Frame Metal V3,981.38,1292.1,49,Furniture,East Coast,2,123
Queen Memory Foam Mattress Basic,573.28,641.08,98,Furniture,Primary,1,125
Dining Table 6-seat Oak Premium,1369.96,1604.07,51,Furniture,South,1,173
Dining Chair Padded 2pk Bulk,184.44,206.56,22,Furniture,Primary,1,173
Bar Stool Adjustable Pro,1098.26,1419.91,23,Furniture,Primary,2,103
Kitchen Island Cart Standard,306.42,362.54,96,Furniture,South,1,107
Pantry Cabinet Tall V3,1279.41,1628.64,62,Furniture,International,1,126
Bathroom Vanity 36in Elite,717.32,920.04,16,Furniture,Primary,1,150
Mirror Cabinet LED Max,1033.85,1173.08,22,Furniture,Midwest,1,158
Laundry Hamper Bamboo Ultra,1062.38,1213.12,16,Furniture,Primary,1,114
Room Divider 4-Panel Compact,584.68,665.86,25,Furniture,South,1,115
Accent Chair Velvet Plus,644.46,848.69,86,Furniture,East Coast,2,131
Ottoman Storage Smart,1054.35,1227.5,39,Furniture,Midwest,1,155
Console Table Entryway Bulk,319.47,352.7,24,Furniture,South,2,138
Storage Bench Entryway Mini,239.25,319.52,24,Furniture,West Coast,1,111
All-Purpose Cleaner 1gal Pro,35.96,57.23,4349,Cleaning,West Coast,18,8776
Glass Cleaner Spray 32oz Pro,26.79,37.86,1152,Cleaning,West Coast,19,7442
Disinfectant Wipes 6pk Compact,7.54,12.59,4894,Cleaning,West Coast,22,7869
Floor Cleaner Concentrate XL,33.03,55.15,590,Cleaning,East Coast,10,8298
Bathroom Cleaner Foaming Elite,27.64,36.32,4829,Cleaning,Primary,41,8373
Kitchen Degreaser Mini,11.84,17.49,1212,Cleaning,Midwest,27,5781
Air Freshener Refills 3pk XL,25.64,38.97,3223,Cleaning,East Coast,29,8123
Microfiber Cloths 12pk V3,38.39,52.97,663,Cleaning,East Coast,19,5105
Scrub Sponges 6pk Lite+,42.0,61.37,3014,Cleaning,Midwest,49,5663
Rubber Gloves Latex 3pk Eco,25.97,36.07,1412,Cleaning,Primary,48,7537
Trash Bags 13gal 50pk Ultra,32.91,57.0,3582,Cleaning,South,37,8530
Paper Towels 12-Roll Pro,19.73,25.94,2355,Cleaning,Primary,43,7662
Toilet Paper 24-Roll Bulk,15.74,27.17,1349,Cleaning,Primary,50,7629
Hand Soap Refill 1gal Eco,32.15,54.12,315,Cleaning,Primary,25,5240
Hand Sanitizer Pump 32oz Pro,28.49,48.55,3372,Cleaning,International,41,7311
Spin Mop System Ultra,17.85,30.28,2575,Cleaning,West Coast,49,5265
Angle Broom Ultra,27.38,44.88,2901,Cleaning,Midwest,33,6167
Dustpan Combo V2,42.67,58.7,921,Cleaning,West Coast,18,8427
Vacuum Bags 6pk Ultra,20.67,26.98,4596,Cleaning,Primary,13,8150
Dish Soap Lemon 32oz Advanced,7.27,9.84,3429,Cleaning,Primary,45,5941
Dishwasher Pods 60pk Ultra,19.14,31.23,787,Cleaning,Midwest,41,5663
Laundry Detergent 100oz Advanced,3.83,4.81,848,Cleaning,Primary,33,6834
Fabric Softener Sheets 240ct Max,27.49,46.3,936,Cleaning,Primary,31,7884
Stain Remover Spray Ultra,5.63,8.47,3397,Cleaning,East Coast,38,5416
Bleach Concentrate 1gal Plus,21.86,29.83,702,Cleaning,West Coast,13,8330
Extendable Duster 10ft XL,43.71,75.48,4080,Cleaning,Midwest,29,5817
Window Squeegee 12in V2,6.91,9.32,192,Cleaning,East Coast,46,6782
Toilet Brush Set XL,24.86,37.64,2960,Cleaning,International,38,6744
Heavy-Duty Plunger HD,27.63,41.39,1725,Cleaning,Primary,17,7298
Drain Cleaner Gel 32oz Bulk,10.56,16.74,1691,Cleaning,East Coast,48,6648
Lint Roller Mega 4pk Ultra,41.64,69.5,3274,Cleaning,East Coast,37,8371
Carpet Cleaner Shampoo Lite,17.19,22.04,2020,Cleaning,Midwest,18,7865
Wood Polish Spray Pro,3.38,5.88,3351,Cleaning,Primary,36,6743
Stainless Steel Cleaner Standard,43.5,68.01,254,Cleaning,Primary,14,8256
Oven Cleaner Heavy-Duty Plus,21.22,31.68,3878,Cleaning,West Coast,17,8743
Grout Cleaner Brush Set Plus,2.84,4.48,4846,Cleaning,South,25,7227
First Aid Kit 200-Piece Lite,205.68,277.06,726,Safety,Primary,6,1587
Fire Extinguisher ABC 5lb Bulk,64.57,96.8,77,Safety,Primary,7,1176
Safety Goggles Anti-Fog Premium,153.81,203.9,837,Safety,South,6,1662
Work Gloves Leather 12pk Lite+,232.53,299.56,630,Safety,International,10,1504
Hard Hat OSHA-Compliant Eco,163.06,198.86,614,Safety,Primary,9,1701
Safety Vest Hi-Vis 10pk HD,97.41,131.0,309,Safety,Midwest,3,1420
Ear Plugs NRR32 50pk Mini,39.66,52.34,985,Safety,Midwest,2,1496
N95 Dust Masks 50pk Elite,68.75,84.68,188,Safety,East Coast,7,1447
Face Shields Anti-Fog 5pk V3,185.03,275.41,695,Safety,South,6,1596
Steel-Toe Work Boots Mini,248.93,325.13,25,Safety,West Coast,3,1728
Knee Pads Gel-Insert V2,221.21,320.06,988,Safety,East Coast,4,1026
Back Support Belt Large Ultra,15.59,20.44,935,Safety,Primary,10,1175
Anti-Fatigue Mat 3x5ft Lite,104.45,150.86,686,Safety,International,2,1645
Wet Floor Sign Bilingual Premium,26.48,39.08,968,Safety,East Coast,10,1085
Traffic Cone 28in XL,172.03,243.05,595,Safety,South,10,1609
Fire Blanket 4x6ft Elite,113.8,136.71,124,Safety,Primary,3,1455
Smoke Detector 10-Year Basic,127.4,172.71,306,Safety,Primary,10,1031
CO Detector Digital Basic,232.23,339.74,321,Safety,East Coast,10,1141
Emergency Kit 72-Hour Mini,114.47,166.9,374,Safety,International,10,1525
Heavy-Duty Flashlight Eco,144.06,187.87,529,Safety,Primary,7,1448
AA Batteries 24pk Basic,45.63,65.44,275,Safety,Midwest,10,1047
AAA Batteries 24pk Lite+,82.09,113.56,858,Safety,Midwest,4,1193
Extension Cord 25ft 12AWG Elite,24.03,32.64,103,Safety,South,3,1161
Power Strip 6-Outlet USB Lite+,169.56,230.03,820,Safety,International,4,1614
Cable Protector Ramp HD,141.24,187.37,484,Safety,International,8,1592
Lockout Tagout Kit Lite+,167.15,195.15,54,Safety,International,7,1234
Hazmat Spill Kit 5gal Mini,66.89,95.43,819,Safety,West Coast,8,1115
Eye Wash Station Wall HD,13.87,20.32,667,Safety,Midwest,5,1181
Flammable Storage Cabinet Standard,169.53,242.93,576,Safety,West Coast,10,1229
4-Gas Detector Meter Compact,90.45,128.68,481,Safety,West Coast,8,1186
Small Box 8x8x8 25pk Plus,79.74,125.23,4737,Packaging,Midwest,98,13082
Medium Box 12x12x12 25pk Basic,23.13,30.21,7133,Packaging,Midwest,23,12176
Large Box 18x18x18 15pk Advanced,28.8,35.31,290,Packaging,West Coast,39,14594
Bubble Wrap Roll 175ft Mini,35.35,44.68,5925,Packaging,East Coast,94,16226
Packing Peanuts 14cu ft HD,25.49,36.16,105,Packaging,South,84,17927
Shipping Tape Clear 6pk Eco,24.67,33.55,8321,Packaging,Primary,49,15030
Shipping Labels 4x6 500ct HD,13.23,17.24,7956,Packaging,South,39,16167
Poly Mailers 10x13 100pk Ultra,54.57,66.97,461,Packaging,Primary,99,16824
Stretch Wrap 18in 1000ft Lite,27.69,35.6,1950,Packaging,International,95,17340
Kraft Packing Paper 25lb Eco,32.84,49.33,9925,Packaging,East Coast,40,16723
Foam Sheets 12x12 50pk HD,10.61,13.64,6778,Packaging,East Coast,20,12799
Strapping Tape 2in 6pk Eco,4.9,6.38,9214,Packaging,Midwest,85,10773
Pallet Wrap 80ga 1500ft Bulk,70.4,104.2,2812,Packaging,West Coast,66,17425
Air Pillow Film Roll Standard,45.11,58.86,1695,Packaging,International,74,12604
Tissue Paper White 100pk Plus,78.7,116.38,4582,Packaging,South,23,16452
Gift Boxes Assorted 12pk HD,36.78,45.07,8033,Packaging,South,28,16327
Satin Ribbon Roll 50yd Max,63.32,91.04,9491,Packaging,Primary,89,15164
Gift Bags Medium 24pk Basic,49.15,76.82,146,Packaging,South,71,13782
Kraft Paper Roll 36in x 200ft Max,9.62,11.85,4537,Packaging,Primary,72,14235
Corrugated Roll 48in x 100ft Eco,75.74,109.75,6563,Packaging,West Coast,100,13084
Whole Bean Coffee 2lb Basic,24.38,33.7,2558,Food & Beverage,Midwest,13,5382
Ground Coffee Medium 5lb Smart,31.13,39.19,2105,Food & Beverage,West Coast,18,5323
Earl Grey Tea 200ct Lite,19.35,26.24,1314,Food & Beverage,Primary,27,3201
Cane Sugar 10lb Mini,34.53,48.44,2813,Food & Beverage,International,11,3239
Coffee Creamer Singles 100pk Lite+,54.72,67.65,1592,Food & Beverage,West Coast,28,3182
Paper Cups 12oz 100pk Mini,5.73,6.75,2826,Food & Beverage,East Coast,29,3253
PLA Lids 12oz 100pk Smart,30.5,43.31,1647,Food & Beverage,West Coast,12,4725
Wood Stirrers 1000pk Eco,23.77,33.24,545,Food & Beverage,South,9,5108
Cocktail Napkins 500pk Premium,19.37,26.34,1582,Food & Beverage,Primary,21,3031
Paper Plates 9in 100pk Pro,33.49,46.15,1263,Food & Beverage,South,10,4223
Wood Cutlery Set 200pk Elite,15.26,17.8,1571,Food & Beverage,International,18,4122
Spring Water 24pk 16oz Basic,34.51,44.9,1711,Food & Beverage,Midwest,7,4338
Granola Bars Variety 36pk Premium,10.58,15.2,1302,Food & Beverage,West Coast,16,4735
Mixed Nuts 2lb Canister Lite+,42.08,53.4,149,Food & Beverage,West Coast,24,4845
Dried Fruit Mix 3lb Bulk,53.13,64.68,2104,Food & Beverage,Midwest,25,3118
Multigrain Crackers 8pk Max,14.85,21.14,1087,Food & Beverage,East Coast,18,4561
Creamy Peanut Butter 40oz V2,42.83,54.3,1214,Food & Beverage,Midwest,7,3444
Strawberry Jam 32oz Bulk,33.99,43.22,249,Food & Beverage,East Coast,6,4742
Chicken Noodle Soup 6pk V2,8.28,9.96,771,Food & Beverage,Midwest,30,4851
Solid Light Tuna 8pk Lite+,38.78,51.03,1673,Food & Beverage,South,10,4294
Jasmine Rice 25lb Lite,22.68,26.9,754,Food & Beverage,Primary,14,3409
Penne Pasta 6pk 1lb XL,50.27,72.8,1058,Food & Beverage,International,23,5117
Extra Virgin Olive Oil 1L Compact,54.65,62.96,2228,Food & Beverage,Midwest,6,3443
Balsamic Vinegar 500ml Elite,29.36,37.83,2942,Food & Beverage,East Coast,21,5288
Sea Salt & Pepper Set V3,48.35,58.53,2469,Food & Beverage,Primary,17,4818
Spice Rack 20-Jar Premium,25.64,38.41,1703,Food & Beverage,International,14,3672
Raw Honey 32oz HD,6.04,8.49,704,Food & Beverage,South,7,3835
Organic Granola 2lb Premium,14.13,20.01,1990,Food & Beverage,Midwest,16,3933
Whey Protein 5lb Chocolate XL,38.91,54.68,2210,Food & Beverage,South,7,4889
Electrolyte Mix 30pk Lemon XL,53.61,73.58,1539,Food & Beverage,East Coast,14,5105
Wireless Mouse Standard,119.49,169.52,360,Electronics,West Coast,2,757
Mechanical Keyboard Premium,329.02,477.4,491,Electronics,Primary,3,524
USB-C Hub HD,232.75,328.44,151,Electronics,International,4,673
Webcam HD Max,783.53,1166.05,44,Electronics,East Coast,1,571
Bluetooth Speaker Max,841.52,1299.21,151,Electronics,International,5,814
Portable Charger Lite+,615.54,860.72,422,Electronics,Midwest,1,730
HDMI Cable Compact,688.92,859.19,155,Electronics,East Coast,2,750
SSD 1TB Pro,176.51,261.77,280,Electronics,East Coast,4,850
RAM 16GB Module Lite,808.48,1044.11,11,Electronics,Primary,5,531
Graphics Card RTX Smart,706.71,1084.75,428,Electronics,West Coast,1,630
CPU Processor V3,34.71,48.37,410,Electronics,International,2,666
Motherboard ATX Basic,455.22,549.87,324,Electronics,East Coast,2,669
Power Supply 750W Standard,15.57,23.25,446,Electronics,Primary,1,763
PC Case Mid-Tower Compact,399.28,539.85,268,Electronics,West Coast,1,717
Monitor 27 4K V2,254.57,318.66,348,Electronics,West Coast,3,633
Laptop Stand Aluminum HD,52.87,72.05,424,Electronics,International,5,685
Noise Cancelling Headphones Lite,430.22,601.37,235,Electronics,Primary,5,554
Smart Watch Pro Bulk,220.63,306.3,80,Electronics,South,5,733
Fitness Tracker Band Advanced,596.66,894.78,381,Electronics,South,4,818
Wireless Earbuds Elite,385.9,534.29,268,Electronics,International,2,891
Tablet 10 inch Smart,59.52,92.09,166,Electronics,International,4,796
E-Reader Paperwhite Max,754.57,899.34,434,Electronics,East Coast,4,848
Smart Plug WiFi Premium,342.27,398.6,50,Electronics,International,5,776
WiFi Router AX Compact,640.87,781.87,72,Electronics,International,2,785
Network Switch 8-Port Eco,535.19,650.31,125,Electronics,Primary,2,790
External HDD 2TB Max,878.33,1356.26,342,Electronics,Primary,5,755
Flash Drive 128GB Compact,828.36,1004.67,456,Electronics,East Coast,5,607
Memory Card 256GB Advanced,780.91,1186.72,369,Electronics,East Coast,5,785
Desk Lamp LED V2,135.41,158.15,64,Electronics,East Coast,1,594
Phone Charger 65W V2,800.62,925.93,359,Electronics,Midwest,5,697
Screen Protector Glass HD,344.57,402.5,20,Electronics,South,5,823
Phone Case Silicone Basic,828.0,1176.33,371,Electronics,Primary,4,562
Laptop Sleeve 15in Basic,79.83,101.24,195,Electronics,West Coast,4,547
Monitor Arm Single Plus,825.96,1027.57,288,Electronics,International,3,663
Keyboard Wrist Rest Eco,578.83,685.35,266,Electronics,West Coast,1,747
Mouse Pad XXL HD,705.82,1028.08,286,Electronics,West Coast,2,599
Cable Management Kit Standard,370.76,572.07,166,Electronics,Primary,1,517
Surge Protector 12-Outlet V3,661.34,1023.64,239,Electronics,Primary,4,593
UPS Battery 1500VA XL,736.55,929.22,173,Electronics,Midwest,5,694
USB Microphone Lite,301.61,455.79,28,Electronics,International,4,721
Ring Light 18in Compact,382.76,454.26,11,Electronics,West Coast,4,689
Green Screen 5x7ft Lite,639.52,915.56,461,Electronics,Primary,2,644
Streaming Deck MK2 Ultra,489.78,582.95,319,Electronics,South,5,637
Capture Card 4K Lite+,42.55,59.4,193,Electronics,East Coast,5,889
Drone Camera Pro HD,380.62,468.51,288,Electronics,South,2,693
Action Camera 4K Elite,510.32,669.59,203,Electronics,Primary,5,735
Digital Camera Mirrorless Advanced,214.5,283.86,289,Electronics,South,5,825
Camera Lens 50mm Mini,427.87,662.34,343,Electronics,South,4,900
Tripod Carbon Fiber Lite,330.86,429.59,307,Electronics,West Coast,4,592
Camera Bag Backpack Ultra,760.28,1047.47,464,Electronics,International,4,511
SD Card Reader Smart,216.89,251.36,49,Electronics,International,2,720
Ballpoint Pens 12pk XL,82.36,146.44,1089,Office Supplies,Primary,9,2778
Sticky Notes 8pk Standard,176.02,269.66,31,Office Supplies,Primary,15,2285
File Folders 24pk Ultra,65.66,98.9,1980,Office Supplies,Midwest,7,2943
Printer Paper A4 5-Ream Ultra,53.05,66.53,1551,Office Supplies,West Coast,8,2999
Ink Cartridge Black XL Compact,108.78,181.71,217,Office Supplies,Primary,8,2574
Ink Cartridge Color Combo Smart,128.59,185.39,302,Office Supplies,East Coast,17,2545
Desk Organizer Bamboo V2,26.22,46.3,704,Office Supplies,Primary,20,3203
Paper Shredder Cross-Cut Ultra,10.56,17.15,1890,Office Supplies,International,12,3476
Laminator Machine A4 XL,48.69,62.28,1706,Office Supplies,West Coast,15,3394
Label Maker Portable XL,88.01,149.71,673,Office Supplies,South,17,3596
Whiteboard Magnetic 48x36 Max,1.52,2.35,278,Office Supplies,Primary,15,3017
Dry Erase Markers 8pk Elite,4.23,6.94,149,Office Supplies,International,16,2449
Whiteboard Eraser Bulk,74.39,131.7,960,Office Supplies,East Coast,9,2432
Stapler Heavy-Duty Premium,152.72,226.33,383,Office Supplies,South,20,2333
Staples 5000pk Smart,59.73,97.52,1632,Office Supplies,Primary,12,2010
Tape Dispenser Desktop Lite,87.9,139.86,1888,Office Supplies,East Coast,20,2374
Scissors Titanium Premium,129.36,173.89,299,Office Supplies,Midwest,17,2148
Paper Clips 100pk Basic,166.43,279.09,784,Office Supplies,Primary,4,2986
Binder Clips Assorted 24pk Plus,141.75,250.3,1333,Office Supplies,Primary,5,2187
Rubber Bands 1lb Elite,67.55,81.1,384,Office Supplies,International,18,2223
Envelopes White 100pk Lite,57.38,83.57,1550,Office Supplies,West Coast,5,3523
Notebooks College-Ruled 6pk Eco,170.51,292.82,922,Office Supplies,East Coast,5,3166
Daily Planner 2024 V3,8.85,13.08,1678,Office Supplies,West Coast,17,3215
Scientific Calculator Pro,1.82,2.71,1875,Office Supplies,South,6,3032
Ruler Metal 12in Standard,101.56,141.81,620,Office Supplies,East Coast,11,3322
3-Hole Punch Elite,94.42,136.71,1157,Office Supplies,West Coast,10,2844
Letter Tray Stackable Max,107.54,147.05,987,Office Supplies,International,7,2846
Magazine Rack Wire Lite,172.72,289.45,1074,Office Supplies,East Coast,8,2971
Bulletin Board Cork 36x24 Standard,146.16,182.64,1866,Office Supplies,West Coast,6,2072
Push Pins Colored 100pk Bulk,9.13,12.88,1169,Office Supplies,International,16,2454
Correction Tape 3pk V2,13.3,23.08,456,Office Supplies,West Coast,15,2896
Glue Sticks Washable 6pk Advanced,137.75,233.39,710,Office Supplies,South,8,2861
Index Cards Ruled 200pk Plus,73.61,100.39,1137,Office Supplies,International,17,2079
Graph Paper Pad 4x4 HD,81.16,126.04,468,Office Supplies,South,12,2613
Legal Pads Yellow 3pk Advanced,35.95,49.69,382,Office Supplies,Midwest,14,2466
